The Dark Knight: Batman vs. the Cat Commander (Dc Super Heroes),9781434242143,"Bright, J.E.",new,Capstone Press,2013,Paperback,5-star,US$ 21.72,https://www.abebooks.com/servlet/BookDetailsPL?bi=31355263713&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title6
The Dark Knight: Batman vs. the Cat Commander (Dc Super Heroes),9781434242143,"Bright, J.E.",new,Capstone Press,2013,Paperback,5-star,US$ 26.35,https://www.abebooks.com/servlet/BookDetailsPL?bi=31344604414&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title7
Batman vs. the Cat Commander,9781434242143,"Bright, J. E./ Vecchio, Luciano (Illustrator)",Brand,Stone Arch Books,2012,Paperback,5-star,US$ 17.95,https://www.abebooks.com/servlet/BookDetailsPL?bi=31444293010&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title8
Batman vs. the Cat Commander,9781434242143,"Bright, J. E.; Vecchio, Luciano (ILT)",As,Capstone Press,2013,Paperback,4-star,US$ 12.13,https://www.abebooks.com/servlet/BookDetailsPL?bi=31499363423&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title9
The Dark Knight: Batman vs. the Cat Commander (Dc Super Heroes),9781434242143,"Bright, J.E.",new,Capstone Press,2013,Paperback,5-star,US$ 28.47,https://www.abebooks.com/servlet/BookDetailsPL?bi=31340795759&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title10
Batman vs. the Cat Commander,9781434242143,"Bright, J. E.; Vecchio, Luciano (ILT)",New,Capstone Press,2013,Paperback,4-star,US$ 14.11,https://www.abebooks.com/servlet/BookDetailsPL?bi=31499208522&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title11
The Dark Knight: Batman vs. the Cat Commander (Dc Super Heroes),9781434242143,"Bright, J.E.",new,Stone Arch Books,2013,Paperback,5-star,US$ 30.03,https://www.abebooks.com/servlet/BookDetailsPL?bi=31436680551&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title12
Cat Commander (DC Super Heroes: The Dark Knight),9781434242143,"Bright, J.E.",good,Stone Arch Books,2013,Paperback,4-star,US$ 6.79,https://www.abebooks.com/servlet/BookDetailsPL?bi=31205733425&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title13
Cat Commander (DC Super Heroes: The Dark Knight),9781434242143,"Bright, J.E.",new,Stone Arch Books,2013,Paperback,4-star,US$ 13.32,https://www.abebooks.com/servlet/BookDetailsPL?bi=31372782148&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title14
The Dark Knight: Batman vs. the Cat Commander (Dc Super Heroes),9781434242143,"Bright, J.E.",new,Capstone Press,2013,Paperback,5-star,US$ 56.43,https://www.abebooks.com/servlet/BookDetailsPL?bi=31839428620&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title15
The Dark Knight: Batman vs. the Cat Commander (Dc Super Heroes),9781434242143,"Bright, J.E.; Gregg Schigiel [Illustrator]",Good,Capstone Press,2013,Paperback,5-star,US$ 4.53,https://www.abebooks.com/servlet/BookDetailsPL?bi=30835654164&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title16
The Dark Knight: Batman vs. the Cat Commander (Dc Super Heroes),9781434242143,"Bright, J.E.",New,Capstone Press,2013,Paperback,4-star,US$ 57.60,https://www.abebooks.com/servlet/BookDetailsPL?bi=30892700753&searchurl=pt%3Dbook%26ds%3D20%26sortby%3D17%26kn%3D9781434242143&cm_sp=snippet-_-srp2-_-title17
